Ext.ID,Museum.Institution,Sampling.date,Catalogue.accession,Species,Collection.notes,Sex,Age,Year,Country,Region,Locality,Oral.health,Photo,Appearance,Sample.collected.from,Sampling.comments,Ext.Date,Sample.weight..g.,Qubit.concentration..ng.ul.,Qubit.date,Ext.comments,LP.date,Extract.vol.used,LP_BC_p5,LP_BC_p7,P5.Index,P7.Index,LP.copies,Ind.date,LP.vol.used,Ind.cycles,Ind.copies,Pool,Pooled.volume..ul.,Deep.Pool,Deep.Pool.vol,Instrument.model,archive,archive_project,archive_accession,project_name,publication_doi,download_links,download_md5s
OME009.A,Ometepe Biological Field Station,NA,,Alouatta palliata,,,,2000-2013,Nicaragua,,Ometepe Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41700000,NA,NA,NA,NA,NA,NA,NA,NA,NextSeq 500,ENA,PRJEB34569,ERS3774382,FellowsYates2021,10.1073/pnas.2021655118,ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579799/ERR3579799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR357/009/ERR3579799/ERR3579799_2.fastq.gz,0144a608c633ed453ebec71344b5bcc3;d1b71c944b4f13ef4b696861c1b7e401
R1,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R10,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R11,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R2,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R3,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R4,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R5,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R6,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R7,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R8,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
R9,NINA,NA,,Rangifer tarandus,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,
RB_005,RBINS,20230316,9701,Hippopotamus amphibius,Sect Watalinga P.N.A. Kivu CB entre 20.VIII.1948 ,female,,1948,Congo (DR),,,,N,,upper molar (single),,20230608,0.026,13.900,20230609,,20230613,20,15,15,3,3,148000,20230622,18,11,26300000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RB_C01,RBINS,20230315,Environmental control,Environmental control,Swab from Marsupial Room shelves ,,,,,,,,N,,,,20230803,NA,too low,20230804,,20230816,20,8,9,5,5,359000,20230907,12,11,3.89e+08,Pool C,1,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_028,RMCA,20230322,1983.006-M-0489,Cephalophus silvicultor,Collector: Colyn ,?,M1,1982,Congo (DR),,Tshopo,,N,,all molars,,20230614,0.014,1.860,20230615,,20230620,20,2,2,9,9,3070000,20230622,18,11,2.72e+10,Pool B,3,Pool V,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_029,RMCA,20230322,1983.006-M-0495,Cephalophus silvicultor,Collector: Colyn ,?,M3P4,1982,Congo (DR),,Tshopo,,N,,all upper molars,�,20230614,0.014,2.040,20230615,,20230620,20,7,7,9,9,1300000,20230622,18,11,5.19e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_030,RMCA,20230323,1983.006-M-0491,Cephalophus silvicultor,Collector: Colyn ,?,M3,1979,Congo (DR),,Tshopo,,N,,lower molars; mostly right side,,20230614,0.022,3.620,20230615,colored extract,20230620,20,8,8,9,9,1660000,20230622,18,11,3.23e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_031,RMCA,20230323,1983.006-M-0492,Cephalophus silvicultor,Collector: Colyn ,?,M2,1978,Congo (DR),,Tshopo,,N,,"two posterior molars from each side, mandible and maxilla",some bone dust,20230627,0.027,6.790,20230628,,20230629,20,7,9,1,1,1.17e+09,20230906,12,11,1.2e+11,Pool A,2,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_032,RMCA,20230323,1983.006-M-0490,Cephalophus silvicultor,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,Y,,all molars,,20230627,0.015,6.270,20230628,,20230629,20,7,12,1,1,3.72e+08,20230906,12,11,5.19e+10,Pool A,3,Pool T,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_033,RMCA,20230323,1983.006-M-0493,Cephalophus silvicultor,Collector: Colyn ,?,M3,1979,Congo (DR),,Tshopo,,N,,all molars; mostly buccal side,,20230627,0.022,4.770,20230628,,20230629,20,7,14,1,1,2.07e+08,20230906,12,11,7.37e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_034,RMCA,20230323,1983.006-M-0494,Cephalophus silvicultor,Collector: Colyn ,female,M3,1981,Congo (DR),,Tshopo,,N,,all maxilla molars buccal side only,,20230627,0.023,10.500,20230628,,20230629,20,7,15,1,1,2.02e+08,20230720,12,10,2.01e+11,Pool A,2,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_035,RMCA,20230323,1983.006-M-0496,Cephalophus silvicultor,Collector: Colyn ,?,M2,1979,Congo (DR),,Tshopo,,N,,all molars,,20230629,0.012,5.240,20230703,QuBit repeated,20230704,20,12,14,1,1,1.7e+08,20230906,12,11,5.05e+10,Pool A,3,Pool T,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_039,RMCA,20230323,1989.024-M-0013,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1983,Congo (DR),,Tshopo,,N,,all molars,,20230629,0.018,2.140,20230703,QuBit repeated,20230704,20,12,15,1,1,66300000,20230906,12,11,3.35e+10,Pool B,2,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_040,RMCA,20230323,1989.024-M-0014,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1983,Congo (DR),,Tshopo,,N,,two posterior molars from each side of mandible,,20230629,0.017,3.880,20230703,QuBit repeated,20230831,20,14,1,1,1,2.83e+08,20230906,12,11,8.23e+10,Pool A,3,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_041,RMCA,20230323,1989.024-M-0012,Cephalophus silvicultor,Collector: Colyn ,female,M3P2,1982,Congo (DR),,Lubutu,,N,,all mandible molars + 2 posterior right maxillar molars,,20230629,0.012,1.610,20230703,QuBit repeated,20230831,20,14,2,1,1,2.82e+08,20230906,12,11,1.17e+11,Pool A,2,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_042,RMCA,20230323,1989.024-M-0011,Cephalophus silvicultor,Collector: Colyn ,male,M3P4,1981,Congo (DR),,Lubutu,,N,,right mandible molars,,20230629,0.011,5.300,20230703,QuBit repeated,20230831,20,14,7,1,1,3.09e+08,20230906,12,11,5.89e+10,Pool A,3,Pool T,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_043,RMCA,20230323,4260,Cephalophus silvicultor,Collector: Christy ,male,M3,1914,Congo (DR),,Poko,,N,,lower left molars; lingual and buccal sides,,20230629,0.021,1.170,20230703,QuBit repeated,20230831,20,14,8,1,1,76700000,20230906,12,11,2.56e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_044,RMCA,20230323,685,Cephalophus silvicultor,Collector: Nahan ,?,M2,1919 (received),Congo (DR),,Banalia,,N,,three posterior upper molars from each side and three posterior lower molars from right side,,20230703,0.016,1.860,20230704,,20230706,20,1,12,2,2,1.15e+08,20230818,18,11,6.86e+10,Pool A,3,Pool T,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_045,RMCA,20230323,223,Cephalophus silvicultor,Collector: Weyns ,?,M3,1899 (received),Congo (DR),,Tshopo,lower jaw spongy bone deformation,N,,lower molars,,20230703,0.014,1.460,20230704,,20230706,20,1,14,2,2,1.58e+08,20230818,18,11,1.3e+10,Pool B,3,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_046,RMCA,20230323,895,Cephalophus silvicultor,Collector: Mac Donald ,?,M3,1911 (received),Congo (DR),,Katanga,,N,,"all lower molars; upper molars, buccal side",,20230703,0.014,4.000,20230704,,20230706,20,1,15,2,2,1.28e+08,20230818,18,11,3.92e+10,Pool B,2,Pool U,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_048,RMCA,20230323,2438,Cephalophus silvicultor,Collector: Perlo ,female,M3,1913 (received),Congo (DR),,Bobandamana,broken/decaying tooth? (photo),Y,,all upper molars buccal only and lower left-side molars,,20230703,0.018,5.490,20230704,,20230706,20,2,1,2,2,2.67e+08,20230818,18,11,4.02e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_050,RMCA,20230323,2752,Cephalophus silvicultor,Collector: Maes ,?,M3P4,1914 (received),Congo (DR),,Oshwe,deformed tooth socket?,Y,,upper left side molars,,20230710,0.015,1.95,20230711,,20230712,20,12,9,2,2,1.64e+08,20230818,18,11,5.74e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_053,RMCA,20230323,11269,Cephalophus silvicultor,Collector: de l'Epine ,male,M3P4,1931 (received),Rwanda,,?,,N,,"lower right molars lingual side, last molar also buccal",,20230710,0.03,6.43,20230711,coloured,20230831,10,12,15,2,2,7150000,20230920_remainder,12,14,1.21e+11,Pool A,2,Pool S,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_055,RMCA,20230324,18514,Cephalophus silvicultor,Collector: Jobaert ,female,M3,1948,Congo (DR),,Luenga riv,,N,,lower molars,,20230717,0.014,1.69,20230718,"3,5 min incubation with EB",20230721,20,7,9,3,3,2.43e+08,20230920_3-3,10,11,2.07e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_056,RMCA,20230324,17574,Cephalophus silvicultor,Collector: Vleeschouwers ,male,M3P4,1940,Congo (DR),,Kionzo,,N,,upper molars buccal + posterior lower molars lingual,,20230717,0.02,1.79,20230718,"3,5 min incubation with EB",20230721,20,7,12,3,3,1.11e+08,20230920_3-3,10,11,13500000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_057,RMCA,20230324,18515,Cephalophus silvicultor,Collector: Jobaert ,male,M3,1948,Congo (DR),,Lubi,,N,,all molars,not enough?,20230717,0.009,3.48,20230718,"3,5 min incubation with EB",20230721,20,7,14,3,3,2.51e+08,20230920_3-3,10,11,3.06e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_060,RMCA,20230324,19175,Cephalophus silvicultor,Collector: De Riemaecker ,male,M3,1938,Congo (DR),,Panzi,,N,,lower molars lingual only,,20230717,0.01,13.4,20230718,"3,5 min incubation with EB",20230721,20,7,15,3,3,1.04e+09,20230920_3-3,10,11,6.64e+09,Pool C,2,Pool X,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_063,RMCA,20230324,1784&1785&1786,Piliocolobus foai,Collector: Pilette ,male,M3,1912,Congo (DR),,Kokola Kokobo,,N,,all teeth,,20230609,0.025,2.820,20230610,,20230620,20,14,14,7,7,3370000,20230622,18,11,3.13e+10,Pool B,3,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_064,RMCA,20230324,1841,Piliocolobus foai,Collector: Christy ,male,M3,1913,Congo (DR),,Mawambi,,Y,,lower molars,,20230707,0.019,14.6,20230708,,20230712,20,8,14,2,2,1.14e+09,20230720,12,10,7.2e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_066,RMCA,20230324,1802,Piliocolobus foai,Collector: Pilette ,male,M3,1912,Congo (DR),,Kokoba,,N,,all teeth,,20230707,0.013,1.07,20230708,,20230712,20,8,15,2,2,1.65e+08,20230720,12,10,2.74e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_070,RMCA,20230324,1983.006-M-0309,Piliocolobus foai,Collector: Colyn ,female,M3,1981,Congo (DR),,Tshopo,,N,,"mostly lower jaw, some upper, buccal side",,20230719,0.024,1.8,20230720,,20230801,20,7,9,4,4,9.03e+08,20230905,12,11,2.61e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_071,RMCA,20230324,1983.006-M-0306&1983.006-M-0307,Piliocolobus foai,Collector: Colyn ,female,M3,1982,Congo (DR),,Tshopo,,N,,all teeth,,20230719,0.012,4.66,20230720,,20230801,20,7,12,4,4,5.04e+08,20230905,12,11,2.74e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_072,RMCA,20230324,1983.006-M-0312&1983.006-M-0329,Piliocolobus foai,Collector: Colyn ,female,M3&M2,1981,Congo (DR),,Tshopo,,N,,all teeth,,20230719,0.014,3.34,20230720,,20230801,20,7,14,4,4,8.5e+08,20230905,12,11,4.47e+10,Pool B,2,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_073,RMCA,20230324,1983.006-M-0394&1983.006-M-0393,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,N,,all teeth,&dusty white powder covering skull,20230719,0.018,1.48,20230720,,20230801,20,7,15,4,4,4.74e+08,20230905,12,11,1.04e+11,Pool A,2,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_074,RMCA,20230324,1983.006-M-0397&1983.006-M-0399,Piliocolobus foai,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,N,,all teeth,,20230719,0.015,2.28,20230720,,20230801,20,8,1,4,4,3.6e+08,20230905,12,11,5.67e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_079,RMCA,20230327,1983.006-M-0391,Piliocolobus foai,Collector: Colyn ,female,M2,1981,Congo (DR),,Tshopo,,N,,all teeth,,20230719,0.013,3.55,20230720,,20230721,20,8,7,3,3,6.53e+08,20230920_3-3,10,11,1.61e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_080,RMCA,20230327,1983.006-M-0379,Piliocolobus foai,Collector: Colyn ,female,M2,1979,Congo (DR),,Tshopo,,N,,all teeth,,20230809,0.019,5.17,20230810,coloured,20230815,20,1,14,5,5,5.8e+08,20230907,12,11,6.04e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_081,RMCA,20230327,1983.006-M-0406,Piliocolobus foai,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,N,,all teeth,,20230809,0.025,3.75,20230810,coloured; precipitate in eluate,20230815,20,1,15,5,5,4.86e+08,20230907,12,11,6.33e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_082,RMCA,20230327,1983.006-M-0408,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,N,,all upper teeth + lower incisors and canines,,20230809,0.022,9.5,20230810,large precipitate in eluate,20230815,20,2,1,5,5,1.19e+09,20230907,12,11,8.72e+10,Pool A,3,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_083,RMCA,20230327,1983.006-M-0407,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,N,,all teeth,,20230809,0.021,2.27,20230810,precipitate in eluate,20230815,20,2,7,5,5,7.39e+08,20230907,12,11,6.69e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_085,RMCA,20230327,1983.006-M-0412&1983.006-M-0424,Piliocolobus foai,Collector: Colyn ,male,M3,1979,Congo (DR),,Tshopo,,N,,all teeth,glue,20230809,0.023,1.78,20230810,,20230830,20,12,8,7,7,75900000,20230920_7-7,12,11,2.4e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_086,RMCA,20230327,1983.006-M-0444,Piliocolobus foai,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,N,,all teeth,,20230809,0.019,2.84,20230810,,20230815,20,2,8,5,5,2.69e+08,20230907,12,11,7.35e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_088,RMCA,20230327,1983.006-M-0446,Piliocolobus foai,Collector: Colyn ,male,M3,1979,Congo (DR),,Tshopo,,N,,all teeth,enamel chipping a lot,20230809,0.017,1.65,20230810,,20230815,20,2,9,5,5,2.42e+08,20230907,12,11,9.48e+10,Pool A,3,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_089,RMCA,20230327,1211,Piliocolobus foai,Collector: Grauer ,?,M2,<1912,Congo (DR),,Beni,,N,,all teeth,,20230809,0.016,13.4,20230810,,20230815,20,2,12,5,5,2.87e+08,20230907,12,11,2.1e+08,Pool D,5,Pool Z,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_091,RMCA,20230327,1848,Piliocolobus foai,Collector: Christy ,male,M3,<1913,Congo (DR),,Mawambi,,N,,all upper teeth,,20230809,0.018,2.29,20230810,,20230815,20,2,15,5,5,1.14e+08,20230907,12,11,3.41e+10,Pool B,2,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_093,RMCA,20230327,2888,Piliocolobus foai,Collector: Christy ,male,M3,1913,Congo (DR),,Zambo,,N,,all teeth,,20230814,0.022,25,20230815,Coloured,20230821,10,12,15,6,6,1.76e+08,20230908,12,11,2.03e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_096,RMCA,20230327,6011,Piliocolobus foai,Collector: Pilette ,female,M3,<1913?,Congo (DR),,?,,N,,all teeth,,20230814,0.019,27.9,20230815,,20230821,10,14,2,6,6,1.45e+09,20230908,12,11,3.61e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_101,RMCA,20230328,1986.044-M-0007,Gorilla beringei,Collector: univ. kisangani fac. sciences ,female,M3,collected 1980 - 1984,Congo (DR),,Mungele,,N,,all teeth,,20230605,0.008,3.100,20230606,,20230613,20,9,9,3,3,1500000,20230616,18,10,1.35e+10,Pool B,3,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_102,RMCA,20230328,1986.044-M-0005,Gorilla beringei,Collector: univ. kisangani fac. sciences ,male,M3,collected 1980 - 1984,Congo (DR),,Mungele,,Y,,two posterior molars and canine from both maxilla sides,,20230605,0.015,3.160,20230606,,20230613,20,12,12,3,3,1070000,20230616,18,10,1.15e+10,Pool C,4,Pool W,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_103,RMCA,20230328,1986.044-M-0008,Gorilla beringei,Collector: univ. kisangani fac. sciences ,female,M3,collected 1980 - 1984,Congo (DR),,Mungele,,N,,all mandible teeth,,20230613,0.005,3.280,20230614,,20230619,20,2,2,5,5,1820000,20230621,18,12,3.22e+10,Pool B,3,Pool V,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_104,RMCA,20230328,1986.044-M-0009,Gorilla beringei,Collector: univ. kisangani fac. sciences ,female,M3,collected 1980 - 1984,Congo (DR),,Mungele,,N,,all teeth,,20230803,0.017,2.33,20230804,,20230816,20,9,7,5,5,3.19e+08,20230907,12,11,5.16e+10,Pool A,3,Pool T,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_105,RMCA,20230328,1986.044-M-0010,Gorilla beringei,Collector: univ. kisangani fac. sciences ,male,M3,collected 1980 - 1984,Congo (DR),,Kasese,,N,,all left side upper molars and canine - buccal only,,20230803,0.019,4.28,20230804,,20230816,20,7,15,6,6,3.97e+08,20230908,12,11,4.72e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_106,RMCA,20230328,1986.044-M-0011,Gorilla beringei,Collector: univ. kisangani fac. sciences ,male,M3,collected 1980 - 1984,Congo (DR),,Kasese,,N,,all teeth,lots of glue,20230803,0.016,3.77,20230804,,20230816,20,9,2,5,5,2.6e+08,20230907,12,11,7.45e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_107,RMCA,20230328,1986.044-M-0014,Gorilla beringei,Collector: univ. kisangani fac. sciences ,male,M3,collected 1980 - 1984,Congo (DR),,Kasese,,N,,all maxilla teeth,,20230803,0.013,5.81,20230804,,20230816,20,9,1,5,5,1.6e+08,20230907,12,11,6.2e+10,Pool A,3,Pool T,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_108,RMCA,20230328,1986.044-M-0017,Gorilla beringei,Collector: univ. kisangani fac. sciences ,male,M3,collected 1980 - 1984,Congo (DR),,Kasese,,N,,"mostly lower molars, canines; upper incisors and canine",,20230803,0.018,18.5,20230804,,20230816,20,7,14,6,6,4.82e+08,20230908,12,11,3.79e+10,Pool B,2,Pool U,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_109,RMCA,20230328,1986.044-M-0015,Gorilla beringei,Collector: univ. kisangani fac. sciences ,male,M4,collected 1980 - 1984,Congo (DR),,Kasese,,N,,all teeth,difficut to sample. Some kind of film?,20230803,0.025,5.89,20230804,,20230816,20,8,1,6,6,67300000,20230908,12,11,3.22e+10,Pool B,3,Pool V,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_112,RMCA,20230328,35107,Equus burchellii,Collector: Vandromme ,male,M1,1966,Rwanda,,Gabiro,,N,,all molars,,20230710,0.016,5.83,20230711,Strongly coloured,20230809,4,9,15,5,5,2.3e+08,20230907,12,11,3.79e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_113,RMCA,20230328,11335,Equus burchellii,Collector: de Witte ,female,pd4,1931,Congo (DR),,Kiato,,Y,,all molars,"difficult to sample, fine powder, ""indented"" on tooth",20230710,0.011,9.43,20230711,,20230712,20,14,1,2,2,1.11e+09,20230818,18,11,8.15e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_114,RMCA,20230328,35545,Equus burchellii,Collector: Vandromme ,male,M2,1966,Rwanda,,Gabiro,,N,,upper right front molars; buccal side,,20230710,0.018,4.68,20230711,Strongly coloured,20230809,5,12,1,5,5,2.28e+08,20230907,12,11,8.74e+09,Pool C,4,Pool X,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_116,RMCA,20230328,13838,Equus burchellii,Collector: Van den Berghe ,male,M3C,1936,Rwanda,,Katodjo,,N,,"upper incisors, canines and three anterior molars, buccal side only",,20230710,0.023,2.41,20230711,coloured,20230809,10,12,7,5,5,2.35e+08,20230907,12,11,3.32e+10,Pool B,3,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_117,RMCA,20230328,1153,Equus burchellii,Collector: Bayer ,?,M3C,<1912,Kenya,,Tsavo,,N,,upper right front molars; buccal side,,20230726,0.021,14.6,20230727,coloured,20230809,10,15,7,5,5,2.16e+08,20230907,12,11,2.91e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_118,RMCA,20230328,13840,Equus burchellii,Collector: Van den Berghe ,?,pd4,1936,Rwanda,,Katodjo,,N,,all molars,soft; difficult to sample,20230828,0.013,3.37,20230829,coloured,20230830,20,7,15,7,7,1.8e+08,20230920_7-7,12,11,2.39e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_120,RMCA,20230328,32795,Equus burchellii,Collector: Vandromme ,male,M3C,1964,Rwanda,,Gabiro,,N,,"three anterior upper molars, buccal only",,20230808,0.016,8.09,20230809,Strongly coloured,20230811,10,12,7,4,4,1.01e+08,20230904,12,11,4.7e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_121,RMCA,20230328,1978.026-M-0005,Equus burchellii,Collector: Vandromme ,?,M3C,<1978,Rwanda,,Akagera,,N,,upper buccal molars; lower canines/incisors,,20230726,0.026,22.9,20230727,coloured,20230809,10,15,8,5,5,20400000,20230907,12,11,4.92e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_122,RMCA,20230328,11426,Equus burchellii,Collector: de Witte ,?,pd4,1928,Congo (DR),,Luapula,,N,,"left-side lower molars lingual, right-side upper molars buccal","encrusted plant matter, maybe unusable for microbiome",20230828,0.006,1.15,20230829,,20230830,20,7,12,7,7,2.61e+08,20230920_7-7,12,11,4.84e+10,Pool A,3,Pool U,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
